Timestamp,PPS,Avg_Latency_ms,Mode,Workers
23:04:56,12.45,0.1678,SEQUENTIAL,1
23:04:58,2.69,0.1666,SEQUENTIAL,1
23:05:00,21.21,0.1665,SEQUENTIAL,1
23:05:01,143.09,0.1593,SEQUENTIAL,1
23:05:02,161.88,0.1573,SEQUENTIAL,1
23:05:03,47.11,0.1559,SEQUENTIAL,1
23:05:04,300.69,0.1514,SEQUENTIAL,1
23:05:05,81.93,0.1605,SEQUENTIAL,1
23:05:07,27.32,0.1620,SEQUENTIAL,1
23:05:09,23.69,0.1657,SEQUENTIAL,1
23:05:11,19.55,0.1658,SEQUENTIAL,1
23:05:12,19.11,0.1678,SEQUENTIAL,1
23:05:14,9.52,0.1665,SEQUENTIAL,1
23:05:15,33.39,0.1664,SEQUENTIAL,1
23:05:16,16.07,0.1656,SEQUENTIAL,1
23:05:17,7.58,0.1649,SEQUENTIAL,1
23:05:18,24.53,0.1684,SEQUENTIAL,1
23:05:19,8.37,0.1682,SEQUENTIAL,1
23:05:20,170.88,0.1744,SEQUENTIAL,1
23:05:22,359.75,0.1870,SEQUENTIAL,1
23:05:23,171.46,0.1820,SEQUENTIAL,1
23:05:24,11.56,0.1812,SEQUENTIAL,1
23:05:26,6.38,0.1814,SEQUENTIAL,1
23:05:27,34.09,0.1807,SEQUENTIAL,1
23:05:28,11.69,0.1807,SEQUENTIAL,1
23:05:30,3.43,0.1807,SEQUENTIAL,1
23:05:31,27.05,0.1816,SEQUENTIAL,1
23:05:32,11.20,0.1814,SEQUENTIAL,1
23:05:34,26.91,0.1823,SEQUENTIAL,1
23:05:35,53.04,0.1810,SEQUENTIAL,1
23:05:36,92.70,0.1796,SEQUENTIAL,1
23:05:37,36.34,0.1795,SEQUENTIAL,1
23:05:38,13.67,0.1797,SEQUENTIAL,1
23:05:39,9.04,0.1793,SEQUENTIAL,1
23:05:41,31.55,0.1795,SEQUENTIAL,1
23:05:42,2.87,0.1793,SEQUENTIAL,1
23:05:43,7.86,0.1796,SEQUENTIAL,1
23:05:44,14.14,0.1797,SEQUENTIAL,1
23:05:45,10.54,0.1837,SEQUENTIAL,1
23:05:46,23.79,0.1876,SEQUENTIAL,1
23:05:48,25.47,0.1867,SEQUENTIAL,1
23:05:49,8.12,0.1874,SEQUENTIAL,1
23:05:50,6.91,0.1890,SEQUENTIAL,1
23:05:51,26.75,0.1889,SEQUENTIAL,1
23:05:53,2.87,0.1890,SEQUENTIAL,1
23:05:54,11.81,0.1914,SEQUENTIAL,1
23:05:55,20.23,0.1925,SEQUENTIAL,1
23:05:56,16.12,0.1922,SEQUENTIAL,1
23:05:58,13.26,0.1921,SEQUENTIAL,1
23:05:59,1.36,0.1919,SEQUENTIAL,1
23:06:01,13.89,0.1919,SEQUENTIAL,1
23:06:02,36.67,0.1903,SEQUENTIAL,1
23:06:03,15.86,0.1896,SEQUENTIAL,1
23:06:04,9.87,0.1894,SEQUENTIAL,1
23:06:05,46.86,0.1893,SEQUENTIAL,1
23:06:06,60.79,0.1867,SEQUENTIAL,1
23:06:08,15.43,0.1869,SEQUENTIAL,1
23:06:09,14.20,0.1868,SEQUENTIAL,1
23:06:10,20.91,0.1860,SEQUENTIAL,1
23:06:11,19.49,0.1857,SEQUENTIAL,1
23:06:12,27.35,0.1876,SEQUENTIAL,1
23:06:14,11.36,0.1897,SEQUENTIAL,1
23:06:16,17.60,0.1908,SEQUENTIAL,1
23:06:17,14.58,0.1904,SEQUENTIAL,1
23:06:19,11.08,0.1901,SEQUENTIAL,1
23:06:21,3.97,0.1903,SEQUENTIAL,1
23:06:22,32.10,0.1894,SEQUENTIAL,1
23:06:23,20.18,0.1896,SEQUENTIAL,1
23:06:24,5.85,0.1895,SEQUENTIAL,1
23:06:27,18.16,0.1911,SEQUENTIAL,1
23:06:28,22.10,0.1914,SEQUENTIAL,1
23:06:29,3.78,0.1915,SEQUENTIAL,1
23:06:30,8.12,0.1911,SEQUENTIAL,1
23:06:32,4.05,0.1914,SEQUENTIAL,1
